15S_RRNA	15S ribosomal RNA
YKL070W	hypothetical protein
YKL071W	hypothetical protein
YKL075C	hypothetical protein
YKL077W	hypothetical protein
YKL091C	phosphatidylinositol/phosphatidylcholine-binding protein
YKL096C-B	hypothetical protein
YKL097C	hypothetical protein
YKL102C	hypothetical protein
YKL106C-A	hypothetical protein
YKL107W	putative short-chain dehydrogenase/reductase
YKL133C	hypothetical protein
YKL162C	hypothetical protein
YKL183C-A	hypothetical protein
YKL222C	hypothetical protein
YKR005C	hypothetical protein
YKR011C	hypothetical protein
YKR015C	hypothetical protein
YKR018C	hypothetical protein
YKR023W	hypothetical protein
YKR032W	hypothetical protein
YKR041W	hypothetical protein
YKR045C	hypothetical protein
YKR051W	hypothetical protein
YKR070W	hypothetical protein
YKR073C	hypothetical protein
YKR075C	hypothetical protein
YKR078W	hypothetical protein
YKR104W	hypothetical protein
YKT6	palmitoyltransferase YKT6
YKU70	ATP-dependent DNA helicase YKU70
YKU80	ATP-dependent DNA helicase YKU80
YLF2	Ylf2p
YLH47	Ylh47p
YLL006W-A	hypothetical protein
YLL017W	pseudo
YLL032C	hypothetical protein
YLL053C	hypothetical protein
YLL054C	hypothetical protein
YLL056C	hypothetical protein
YLL058W	cystathionine gamma-synthase
YLL066C	Y' element ATP-dependent helicase
YLL066W-B	hypothetical protein
YLL067C	Y' element ATP-dependent helicase
YLR001C	hypothetical protein
YLR012C	hypothetical protein
YLR030W	hypothetical protein
YLR031W	hypothetical protein
YLR035C-A	gag-pol fusion protein
YLR036C	hypothetical protein
YLR042C	hypothetical protein
YLR046C	hypothetical protein
YLR049C	hypothetical protein
YLR050C	hypothetical protein
YLR053C	hypothetical protein
YLR108C	hypothetical protein
YLR111W	hypothetical protein
YLR112W	hypothetical protein
YLR118C	palmitoyl-(protein) hydrolase
YLR122C	hypothetical protein
YLR125W	hypothetical protein
YLR126C	putative amidotransferase
YLR146W-A	hypothetical protein
YLR149C	hypothetical protein
YLR152C	hypothetical protein
YLR154C-G	hypothetical protein
YLR154C-H	hypothetical protein
YLR156C-A	hypothetical protein
YLR156W	hypothetical protein
YLR157C-A	gag protein
YLR157C-B	gag-pol fusion protein
YLR157C-C	hypothetical protein
YLR157W-D	hypothetical protein
YLR157W-E	hypothetical protein
YLR159C-A	hypothetical protein
YLR159W	hypothetical protein
YLR161W	hypothetical protein
YLR162W	hypothetical protein
YLR173W	hypothetical protein
YLR177W	hypothetical protein
YLR179C	hypothetical protein
YLR225C	hypothetical protein
YLR227W-A	gag protein
YLR227W-B	gag-pol fusion protein
YLR236C	hypothetical protein
YLR255C	hypothetical protein
YLR256W-A	gag protein
YLR257W	hypothetical protein
YLR264C-A	hypothetical protein
YLR278C	hypothetical protein
YLR281C	hypothetical protein
YLR283W	hypothetical protein
YLR285C-A	hypothetical protein
YLR287C	hypothetical protein
YLR296W	hypothetical protein
YLR297W	hypothetical protein
YLR302C	hypothetical protein
YLR307C-A	hypothetical protein
YLR326W	hypothetical protein
YLR342W-A	hypothetical protein
YLR345W	bifunctional fructose-2,6-bisphosphate 2-phosphatase/6-phosphofructo-2-kinase
YLR352W	hypothetical protein
YLR358C	hypothetical protein
YLR361C-A	hypothetical protein
YLR363W-A	hypothetical protein
YLR365W	hypothetical protein
YLR406C-A	hypothetical protein
YLR407W	hypothetical protein
YLR410W-A	gag protein
YLR410W-B	gag-pol fusion protein
YLR412C-A	hypothetical protein
YLR415C	hypothetical protein
YLR419W	putative helicase
YLR446W	hexokinase
YLR456W	pyridoxal 5'-phosphate synthase
YLR460C	hypothetical protein
YLR462W	hypothetical protein
YLR464W	hypothetical protein
YMC1	organic acid transporter
YMC2	organic acid transporter
YMD8	Ymd8p
YME1	i-AAA protease YME1
YME2	Yme2p
YML002W	hypothetical protein
YML003W	hypothetical protein
YML007C-A	hypothetical protein
YML018C	hypothetical protein
YML020W	hypothetical protein
YML037C	hypothetical protein
YML039W	gag-pol fusion protein
YML040W	gag protein
YML045W	gag-pol fusion protein
YML045W-A	gag protein
YML053C	hypothetical protein
YML054C-A	hypothetical protein
YML079W	hypothetical protein
YML082W	putative cystathionine gamma-synthase
YML083C	hypothetical protein
YML096W	putative asparagine synthase
YML100W-A	hypothetical protein
YML108W	hypothetical protein
YML119W	hypothetical protein
YML122C	hypothetical protein
YML131W	hypothetical protein
YML133C	Y' element ATP-dependent helicase
YML6	mitochondrial 54S ribosomal protein YmL6
YMR001C-A	hypothetical protein
YMR007W	hypothetical protein
YMR027W	putative methyltransferase
YMR030W-A	hypothetical protein
YMR045C	gag-pol fusion protein
YMR046C	gag protein
YMR050C	gag-pol fusion protein
YMR051C	gag protein
YMR082C	hypothetical protein
YMR084W	putative glutamine--fructose-6-phosphate transaminase
YMR085W	hypothetical protein
YMR087W	putative ADP-ribose 1''-phosphate phosphatase
YMR090W	hypothetical protein
YMR099C	glucose-6-phosphate 1-epimerase
YMR1	phosphatidylinositol-3-phosphatase YMR1
YMR102C	hypothetical protein
YMR103C	hypothetical protein
YMR105W-A	hypothetical protein
YMR111C	hypothetical protein
YMR114C	putative peptide hydrolase
YMR122C	hypothetical protein
YMR122W-A	hypothetical protein
YMR130W	hypothetical protein
YMR141C	hypothetical protein
YMR147W	hypothetical protein
YMR155W	hypothetical protein
YMR158C-A	hypothetical protein
YMR160W	hypothetical protein
YMR175W-A	hypothetical protein
YMR178W	hypothetical protein
YMR181C	hypothetical protein
YMR182W-A	hypothetical protein
YMR187C	hypothetical protein
YMR196W	hypothetical protein
YMR206W	hypothetical protein
YMR209C	hypothetical protein
YMR226C	oxidoreductase
YMR230W-A	hypothetical protein
YMR242W-A	hypothetical protein
YMR244W	hypothetical protein
YMR247W-A	hypothetical protein
YMR252C	hypothetical protein
YMR253C	hypothetical protein
YMR254C	hypothetical protein
YMR262W	putative endodeoxyribonuclease
YMR265C	hypothetical protein
YMR272W-B	hypothetical protein
YMR279C	hypothetical protein
YMR295C	hypothetical protein
YMR31	mitochondrial 37S ribosomal protein YMR31
YMR310C	putative methyltransferase
YMR315W	hypothetical protein
YMR315W-A	hypothetical protein
YMR316C-A	hypothetical protein
YMR317W	hypothetical protein
YMR320W	hypothetical protein
YMR321C	hypothetical protein
YND1	apyrase
YNG1	Yng1p
YNG2	histone acetyltransferase YNG2
YNK1	nucleoside diphosphate kinase
YNL010W	putative phosphoric monoester hydrolase
YNL011C	hypothetical protein
YNL018C	hypothetical protein
YNL019C	hypothetical protein
YNL033W	hypothetical protein
YNL034W	hypothetical protein
YNL035C	hypothetical protein
YNL040W	putative alanine--tRNA ligase
YNL042W-B	hypothetical protein
YNL046W	hypothetical protein
YNL050C	hypothetical protein
YNL054W-A	gag protein
YNL054W-B	gag-pol fusion protein
YNL058C	hypothetical protein
YNL067W-B	hypothetical protein
YNL092W	S-adenosylmethionine-dependent methyltransferase
YNL095C	hypothetical protein
YNL097C-B	hypothetical protein
YNL108C	hypothetical protein
YNL115C	hypothetical protein
YNL122C	hypothetical protein
YNL134C	hypothetical protein
YNL140C	hypothetical protein
YNL143C	hypothetical protein
YNL144C	hypothetical protein
YNL146C-A	hypothetical protein
YNL146W	hypothetical protein
YNL162W-A	hypothetical protein
YNL165W	hypothetical protein
YNL184C	hypothetical protein
YNL190W	hypothetical protein
YNL193W	hypothetical protein
YNL194C	hypothetical protein
YNL195C	hypothetical protein
YNL208W	hypothetical protein
YNL217W	putative serine/threonine-protein phosphatase
YNL234W	hypothetical protein
YNL247W	cysteine--tRNA ligase
YNL277W-A	hypothetical protein
YNL284C-A	gag protein
YNL284C-B	gag-pol fusion protein
YNL320W	hypothetical protein
YNR014W	hypothetical protein
YNR021W	hypothetical protein
YNR029C	hypothetical protein
YNR040W	hypothetical protein
YNR048W	putative aminophospholipid translocase regulatory protein
YNR061C	hypothetical protein
YNR062C	hypothetical protein
YNR063W	hypothetical protein
YNR064C	epoxide hydrolase
YNR065C	hypothetical protein
YNR066C	hypothetical protein
YNR068C	hypothetical protein
YNR071C	aldose 1-epimerase superfamily protein
YNR075C-A	hypothetical protein
YNR077C	hypothetical protein
YOL013W-A	hypothetical protein
YOL014W	hypothetical protein
YOL019W	hypothetical protein
YOL019W-A	hypothetical protein
YOL024W	hypothetical protein
YOL029C	hypothetical protein
YOL036W	hypothetical protein
YOL038C-A	hypothetical protein
YOL057W	dipeptidyl-peptidase III
YOL075C	hypothetical protein
YOL085C	hypothetical protein
YOL097W-A	hypothetical protein
YOL103W-A	gag protein
YOL103W-B	gag-pol fusion protein
YOL107W	hypothetical protein
YOL118C	hypothetical protein
YOL131W	hypothetical protein
YOL153C	pseudo
YOL155W-A	hypothetical protein
YOL159C-A	hypothetical protein
YOL160W	hypothetical protein
YOL162W	hypothetical protein
YOL163W	hypothetical protein
YOL164W-A	hypothetical protein
YOL166W-A	hypothetical protein
YOP1	Yop1p
YOR008C-A	hypothetical protein
YOR011W-A	hypothetical protein
YOR012W	hypothetical protein
YOR015W	hypothetical protein
YOR019W	hypothetical protein
YOR020W-A	hypothetical protein
YOR029W	hypothetical protein
YOR032W-A	hypothetical protein
YOR034C-A	hypothetical protein
YOR062C	hypothetical protein
YOR072W	hypothetical protein
YOR072W-B	hypothetical protein
YOR097C	hypothetical protein
YOR1	ATP-binding cassette transporter YOR1
YOR105W	hypothetical protein
YOR111W	hypothetical protein
YOR114W	hypothetical protein
YOR131C	putative haloacid dehalogenase-like hydrolase
YOR142W-A	gag protein
YOR142W-B	gag-pol fusion protein
YOR161C-C	hypothetical protein
YOR186W	hypothetical protein
YOR192C-A	gag protein
YOR192C-B	gag-pol fusion protein
YOR192C-C	hypothetical protein
YOR238W	hypothetical protein
YOR268C	hypothetical protein
YOR283W	phosphoglycerate mutase
YOR289W	hypothetical protein
YOR292C	hypothetical protein
YOR293C-A	hypothetical protein
YOR296W	hypothetical protein
YOR302W	hypothetical protein
YOR314W	hypothetical protein
YOR316C-A	hypothetical protein
YOR338W	hypothetical protein
YOR342C	hypothetical protein
YOR343C	hypothetical protein
YOR343W-A	gag protein
YOR343W-B	gag-pol fusion protein
YOR365C	putative flavin adenine dinucleotide transporter
YOR376W	hypothetical protein
YOR376W-A	hypothetical protein
YOR381W-A	hypothetical protein
YOR385W	hypothetical protein
YOR387C	hypothetical protein
YOR389W	hypothetical protein
YOR394C-A	hypothetical protein
YOS1	Yos1p
YOS9	Yos9p
YOX1	Yox1p
YPC1	phytoceramidase
YPD1	Ypd1p
YPF1	aspartic endopeptidase
YPI1	type 1 protein phosphatase-activating protein YPI1
YPK1	serine/threonine protein kinase YPK1
YPK2	putative protein kinase YPK2
YPK3	putative protein kinase YPK3
YPK9	putative acid anhydride hydrolase
YPL034W	hypothetical protein
YPL038W-A	hypothetical protein
YPL039W	hypothetical protein
YPL060C-A	hypothetical protein
YPL062W	hypothetical protein
YPL067C	hypothetical protein
YPL068C	hypothetical protein
YPL071C	hypothetical protein
YPL077C	hypothetical protein
YPL080C	hypothetical protein
YPL088W	aldo-keto reductase superfamily protein
YPL107W	hypothetical protein
YPL108W	hypothetical protein
YPL109C	hypothetical protein
YPL113C	glyoxylate reductase
YPL119C-A	hypothetical protein
YPL150W	non-specific serine/threonine protein kinase
YPL152W-A	hypothetical protein
YPL162C	hypothetical protein
YPL191C	hypothetical protein
YPL199C	hypothetical protein
YPL216W	hypothetical protein
YPL225W	hypothetical protein
YPL229W	hypothetical protein
YPL245W	hypothetical protein
YPL247C	hypothetical protein
YPL257W	hypothetical protein
YPL257W-A	gag protein
YPL257W-B	gag-pol fusion protein
YPL261C	hypothetical protein
YPL264C	hypothetical protein
YPL276W	pseudo
YPL277C	hypothetical protein
YPL278C	hypothetical protein
YPP1	Ypp1p
YPQ1	cationic amino acid transporter
YPQ2	Ypq2p
YPR003C	hypothetical protein
YPR010C-A	hypothetical protein
YPR011C	hypothetical protein
YPR014C	hypothetical protein
YPR015C	hypothetical protein
YPR027C	hypothetical protein
YPR053C	hypothetical protein
YPR063C	hypothetical protein
YPR064W	hypothetical protein
YPR071W	hypothetical protein
YPR078C	hypothetical protein
YPR084W	hypothetical protein
YPR089W	hypothetical protein
YPR096C	hypothetical protein
YPR097W	hypothetical protein
YPR098C	hypothetical protein
YPR1	trifunctional aldehyde reductase/carbonyl reductase (NADPH)/glucose 1-dehydrogenase (NADP(+)) YPR1
YPR108W-A	hypothetical protein
YPR109W	hypothetical protein
YPR114W	hypothetical protein
YPR117W	hypothetical protein
YPR127W	pyridoxine 4-dehydrogenase
YPR137C-A	gag protein
YPR137C-B	gag-pol fusion protein
YPR145C-A	hypothetical protein
YPR147C	hypothetical protein
YPR148C	hypothetical protein
YPR158C-C	gag protein
YPR158C-D	gag-pol fusion protein
YPR158W-A	gag protein
YPR158W-B	gag-pol fusion protein
YPR159C-A	hypothetical protein
YPR170W-B	hypothetical protein
YPR172W	pyridoxal 5'-phosphate synthase
YPR174C	hypothetical protein
YPR195C	hypothetical protein
YPR196W	putative maltose-responsive transcription factor
YPR202W	hypothetical protein
YPR203W	hypothetical protein
YPR204W	Y' element ATP-dependent helicase
YPS1	aspartyl protease
YPS3	aspartyl protease
YPS5	Yps5p
YPS6	aspartyl protease
YPS7	putative aspartic endopeptidase
YPT1	Rab family GTPase YPT1
YPT10	Rab family GTPase YPT10
YPT11	Rab family GTPase YPT11
YPT31	Rab family GTPase YPT31
YPT32	Rab family GTPase YPT32
YPT35	Ypt35p
YPT52	Rab family GTPase YPT52
YPT53	Rab family GTPase YPT53
YPT6	Rab family GTPase YPT6
YPT7	Rab family GTPase YPT7
YRA1	RNA-binding protein YRA1
YRA2	Yra2p
YRB1	Ran GTPase-binding protein YRB1
YRB2	Yrb2p
YRB30	Yrb30p
YRF1-1	Y' element ATP-dependent helicase protein 1 copy 1
YRF1-2	Y' element ATP-dependent helicase protein 1 copy 2
YRF1-3	Y' element ATP-dependent helicase protein 1 copy 3
YRF1-4	Y' element ATP-dependent helicase protein 1 copy 4
YRF1-5	Y' element ATP-dependent helicase protein 1 copy 5
YRF1-6	Y' element ATP-dependent helicase protein 1 copy 6
YRF1-7	Y' element ATP-dependent helicase protein 1 copy 7
YRF1-8	Y' element ATP-dependent helicase protein 1 copy 8
YRM1	Yrm1p
YRO2	Yro2p
YRR1	Yrr1p
YSA1	ADP-ribose diphosphatase
YSC83	Ysc83p
YSC84	Ysc84p
YSF3	U2 snRNP complex subunit YSF3
YSH1	cleavage polyadenylation factor subunit YSH1
YSP2	Ysp2p
YSP3	putative subtilisin-like protease YSP3
YSR3	sphinganine kinase YSR3
YSW1	Ysw1p
YSY6	Ysy6p
YTA12	m-AAA protease subunit YTA12
YTA6	putative AAA family ATPase YTA6
YTA7	Yta7p
YTH1	cleavage polyadenylation factor RNA-binding subunit YTH1
YTM1	Ytm1p
YTP1	Ytp1p
YUH1	ubiquitin-specific protease YUH1
YUR1	mannosyltransferase YUR1
YVC1	Yvc1p
YVH1	tyrosine protein phosphatase YVH1
ZAP1	Zap1p
ZDS1	Zds1p
ZDS2	Zds2p
ZEO1	Zeo1p
ZIM17	Zim17p
ZIP1	Zip1p
ZIP2	Zip2p
ZNF1	DNA-binding domain containing protein
ZOD1	ncRNA
ZPR1	zinc finger-containing protein ZPR1
ZPS1	Zps1p
ZRC1	Zn(2+) transporter ZRC1
ZRG17	Zn(2+) transporter ZRG17
ZRG8	Zrg8p
ZRT1	high-affinity Zn(2+) transporter ZRT1
ZRT2	low-affinity Zn(2+) transporter ZRT2
ZRT3	Zn(2+) transporter ZRT3
ZTA1	NADPH:quinone reductase
ZUO1	zuotin
ZWF1	glucose-6-phosphate dehydrogenase
atp6	Atp6
atp8	Atp8
atp9	Atp9
cox1	cytochrome c oxidase subunit 1
cox2	cytchrome c oxidase sububnit 2
cox3	cytchrome c oxidase sububnit 3
cytb	cytochrome b
rps3	ribosomal protein S3
snR10	ncRNA
snR11	ncRNA
snR128	ncRNA
snR13	ncRNA
snR14	ncRNA
snR161	ncRNA
snR17a	ncRNA
snR17b	ncRNA
snR18	ncRNA
snR189	ncRNA
snR19	ncRNA
snR190	ncRNA
snR191	ncRNA
snR24	ncRNA
snR3	ncRNA
snR30	ncRNA
snR31	ncRNA
snR32	ncRNA
snR33	ncRNA
snR34	ncRNA
snR35	ncRNA
snR36	ncRNA
snR37	ncRNA
snR38	ncRNA
snR39	ncRNA
snR39B	ncRNA
snR4	ncRNA
snR40	ncRNA
snR41	ncRNA
snR42	ncRNA
snR43	ncRNA
snR44	ncRNA
snR45	ncRNA
snR46	ncRNA
snR47	ncRNA
snR48	ncRNA
snR49	ncRNA
snR5	ncRNA
snR50	ncRNA
snR51	ncRNA
snR52	ncRNA
snR53	ncRNA
snR54	ncRNA
snR55	ncRNA
snR56	ncRNA
snR57	ncRNA
snR58	ncRNA
snR59	ncRNA
snR6	ncRNA
snR60	ncRNA
snR61	ncRNA
snR62	ncRNA
snR63	ncRNA
snR64	ncRNA
snR65	ncRNA
snR66	ncRNA
snR67	ncRNA
snR68	ncRNA
snR69	ncRNA
snR7-L	ncRNA
snR7-S	ncRNA
snR70	ncRNA
snR71	ncRNA
snR72	ncRNA
snR73	ncRNA
snR74	ncRNA
snR75	ncRNA
snR76	ncRNA
snR77	ncRNA
snR78	ncRNA
snR79	ncRNA
snR8	ncRNA
snR80	ncRNA
snR81	ncRNA
snR82	ncRNA
snR83	ncRNA
snR84	ncRNA
snR85	ncRNA
snR86	ncRNA
snR87	ncRNA
snR9	ncRNA
tA(AGC)D	tRNA
tA(AGC)F	tRNA
tA(AGC)G	tRNA
tA(AGC)H	tRNA
tA(AGC)J	tRNA
tA(AGC)K1	tRNA
tA(AGC)K2	tRNA
tA(AGC)L	tRNA
tA(AGC)M1	tRNA
tA(AGC)M2	tRNA
tA(AGC)P	tRNA
tA(UGC)E	tRNA
tA(UGC)G	tRNA
tA(UGC)L	tRNA
tA(UGC)O	tRNA
tA(UGC)Q	tRNA
tC(GCA)B	tRNA
tC(GCA)G	tRNA
tC(GCA)P1	tRNA
tC(GCA)P2	tRNA
tC(GCA)Q	tRNA
tD(GUC)B	tRNA
tD(GUC)D	tRNA
tD(GUC)G1	tRNA
tD(GUC)G2	tRNA
tD(GUC)I1	tRNA
tD(GUC)I2	tRNA
tD(GUC)J1	tRNA
tD(GUC)J2	tRNA
tD(GUC)J3	tRNA
tD(GUC)J4	tRNA
tD(GUC)K	tRNA
tD(GUC)L1	tRNA
tD(GUC)L2	tRNA
tD(GUC)M	tRNA
tD(GUC)N	tRNA
tD(GUC)O	tRNA
tD(GUC)Q	tRNA
tE(CUC)D	tRNA
tE(CUC)I	tRNA
tE(UUC)B	tRNA
tE(UUC)C	tRNA
tE(UUC)E1	tRNA
tE(UUC)E2	tRNA
tE(UUC)E3	tRNA
tE(UUC)G2	tRNA
tE(UUC)G3	tRNA
tE(UUC)I	tRNA
tE(UUC)J	tRNA
tE(UUC)K	tRNA
tE(UUC)L	tRNA
tE(UUC)M	tRNA
tE(UUC)P	tRNA
tE(UUC)Q	tRNA
tF(GAA)B	tRNA
tF(GAA)D	tRNA
tF(GAA)F	tRNA
tF(GAA)G	tRNA
tF(GAA)H1	tRNA
tF(GAA)H2	tRNA
tF(GAA)M	tRNA
tF(GAA)N	tRNA
tF(GAA)P1	tRNA
tF(GAA)P2	tRNA
tF(GAA)Q	tRNA
tG(GCC)B	tRNA
tG(GCC)D1	tRNA
tG(GCC)D2	tRNA
tG(GCC)E	tRNA
tG(GCC)F2	tRNA
tG(GCC)G1	tRNA
tG(GCC)G2	tRNA
tG(GCC)J1	tRNA
tG(GCC)M	tRNA
tG(GCC)O1	tRNA
tG(GCC)P1	tRNA
tG(GCC)P2	tRNA
tG(UCC)Q	tRNA
tH(GUG)E1	tRNA
tH(GUG)E2	tRNA
tH(GUG)G1	tRNA
tH(GUG)G2	tRNA
tH(GUG)H	tRNA
tH(GUG)K	tRNA
tH(GUG)M	tRNA
tH(GUG)Q	tRNA
tI(AAU)B	tRNA
tI(AAU)D	tRNA
tI(AAU)E1	tRNA
tI(AAU)E2	tRNA
tI(AAU)G	tRNA
tI(AAU)I1	tRNA
tI(AAU)I2	tRNA
tI(AAU)L1	tRNA
tI(AAU)L2	tRNA
tI(AAU)N1	tRNA
tI(AAU)N2	tRNA
tI(AAU)P1	tRNA
tI(AAU)P2	tRNA
tI(GAU)Q	tRNA
tI(UAU)D	tRNA
tI(UAU)L	tRNA
tK(CUU)C	tRNA
tK(CUU)D1	tRNA
tK(CUU)D2	tRNA
tK(CUU)E1	tRNA
tK(CUU)E2	tRNA
tK(CUU)F	tRNA
tK(CUU)G1	tRNA
tK(CUU)G2	tRNA
tK(CUU)G3	tRNA
tK(CUU)I	tRNA
tK(CUU)J	tRNA
tK(CUU)K	tRNA
tK(CUU)M	tRNA
tK(CUU)P	tRNA
tK(UUU)D	tRNA
tK(UUU)G1	tRNA
tK(UUU)G2	tRNA
tK(UUU)K	tRNA
tK(UUU)L	tRNA
tK(UUU)O	tRNA
tK(UUU)P	tRNA
tK(UUU)Q	tRNA
tL(CAA)D	tRNA
tL(CAA)G1	tRNA
tL(CAA)G3	tRNA
tL(CAA)K	tRNA
tL(CAA)L	tRNA
tL(CAA)M	tRNA
tL(CAA)N	tRNA
tL(GAG)G	tRNA
tL(UAA)B1	tRNA
tL(UAA)B2	tRNA
tL(UAA)D	tRNA
tL(UAA)K	tRNA
tL(UAA)L	tRNA
tL(UAA)N	tRNA
tL(UAA)Q	tRNA
tL(UAG)J	tRNA
tL(UAG)L1	tRNA
tL(UAG)L2	tRNA
tM(CAU)C	tRNA
tM(CAU)Q1	tRNA
tM(CAU)Q2	tRNA
tN(GUU)C	tRNA
tN(GUU)F	tRNA
tN(GUU)G	tRNA
tN(GUU)K	tRNA
tN(GUU)L	tRNA
tN(GUU)N1	tRNA
tN(GUU)N2	tRNA
tN(GUU)O1	tRNA
tN(GUU)O2	tRNA
tN(GUU)P	tRNA
tN(GUU)Q	tRNA
tP(UGG)L	tRNA
tP(UGG)N1	tRNA
tP(UGG)N2	tRNA
tP(UGG)O1	tRNA
tP(UGG)O3	tRNA
tP(UGG)Q	tRNA
tQ(UUG)B	tRNA
tQ(UUG)C	tRNA
tQ(UUG)D1	tRNA
tQ(UUG)D2	tRNA
tQ(UUG)D3	tRNA
tQ(UUG)E1	tRNA
tQ(UUG)E2	tRNA
tQ(UUG)H	tRNA
tQ(UUG)L	tRNA
tQ(UUG)Q	tRNA
tR(ACG)D	tRNA
tR(ACG)E	tRNA
tR(ACG)J	tRNA
tR(ACG)K	tRNA
tR(ACG)L	tRNA
tR(ACG)O	tRNA
tR(ACG)Q2	tRNA
tR(UCU)B	tRNA
tR(UCU)D	tRNA
tR(UCU)E	tRNA
tR(UCU)G1	tRNA
tR(UCU)G2	tRNA
tR(UCU)G3	tRNA
tR(UCU)J1	tRNA
tR(UCU)J2	tRNA
tR(UCU)K	tRNA
tR(UCU)M1	tRNA
tR(UCU)M2	tRNA
tR(UCU)Q1	tRNA
tS(AGA)A	tRNA
tS(AGA)B	tRNA
tS(AGA)D1	tRNA
tS(AGA)D2	tRNA
tS(AGA)D3	tRNA
tS(AGA)E	tRNA
tS(AGA)G	tRNA
tS(AGA)H	tRNA
tS(AGA)J	tRNA
tS(AGA)L	tRNA
tS(AGA)M	tRNA
tS(GCU)F	tRNA
tS(GCU)O	tRNA
tS(GCU)Q1	tRNA
tS(UGA)Q2	tRNA
tT(AGU)B	tRNA
tT(AGU)C	tRNA
tT(AGU)D	tRNA
tT(AGU)H	tRNA
tT(AGU)I1	tRNA
tT(AGU)I2	tRNA
tT(AGU)J	tRNA
tT(AGU)N1	tRNA
tT(AGU)N2	tRNA
tT(AGU)O1	tRNA
tT(AGU)O2	tRNA
tT(UAG)Q2	tRNA
tT(UGU)G1	tRNA
tT(UGU)G2	tRNA
tT(UGU)H	tRNA
tT(UGU)P	tRNA
tT(UGU)Q1	tRNA
tV(AAC)E1	tRNA
tV(AAC)E2	tRNA
tV(AAC)G1	tRNA
tV(AAC)G2	tRNA
tV(AAC)G3	tRNA
tV(AAC)H	tRNA
tV(AAC)J	tRNA
tV(AAC)K1	tRNA
tV(AAC)K2	tRNA
tV(AAC)L	tRNA
tV(AAC)M1	tRNA
tV(AAC)M2	tRNA
tV(AAC)M3	tRNA
tV(AAC)O	tRNA
tV(CAC)D	tRNA
tV(CAC)H	tRNA
tV(UAC)B	tRNA
tV(UAC)D	tRNA
tV(UAC)Q	tRNA
tW(CCA)G1	tRNA
tW(CCA)G2	tRNA
tW(CCA)J	tRNA
tW(CCA)K	tRNA
tW(CCA)M	tRNA
tW(CCA)P	tRNA
tW(UCA)Q	tRNA
tX(XXX)D	tRNA
tX(XXX)L	tRNA
tY(GUA)Q	tRNA
